,avg_satisfaction,avg_income,happyScore,GDP
88,0.5166666666666666,0.2762390521134919,0.6059393428812131,0.7247402509347093
89,0.4,0.014589958099361578,0.13184498736310024,0.13352619445825617
90,0.8833333333333332,0.6427279910361022,0.9530328559393427,0.8500590852441868
91,0.7499999999999999,0.4530323734707516,0.6337405223251894,0.7553096002221348
92,0.6333333333333332,0.28948426634354,0.6647009267059812,0.7449325524179748
93,0.16666666666666663,0.01082415262055195,0.35130581297388364,0.2033694732695773
94,0.33333333333333337,0.02195288096419302,0.22430497051390053,0.225802493849323
95,0.7000000000000001,0.11081922604315068,0.6931339511373208,0.4838145175350799
96,0.4833333333333334,0.023616332990295166,0.17438921651221562,0.21091817823725797
97,0.01666666666666672,0.014193228695953183,0.0,0.12487327345167605
98,0.7166666666666667,0.16476843752068332,0.7615838247683234,0.6144865395419118
99,0.43333333333333324,0.03608636596061718,0.410067396798652,0.2422624159730339
100,0.5,0.10458661752845001,0.40016849199663007,0.559101387696063
101,0.5833333333333334,0.18234662188101933,0.5250631844987365,0.6752377938925876
102,0.0,0.014390031470872307,0.1983993260320135,0.17428532684149015
103,0.43333333333333324,0.1388865297286406,0.3879528222409435,0.5061119326363642
104,0.33333333333333337,0.02161706670540244,0.22999157540016846,0.12638430592595945
105,0.7999999999999999,0.8806971035434457,0.9014321819713561,0.8906115807078606
106,0.7499999999999999,0.2722250955167039,0.7679022746419545,0.6756768973466529
107,0.6,0.06476217028945822,0.530960404380792,0.3983314068745521
108,0.6333333333333332,0.12950091167714037,0.3797388374052233,0.584517728801958
109,0.41666666666666663,0.014989811356340126,0.48230834035383296,0.29386352922943804
110,0.2666666666666666,0.04668911545938512,0.3729991575400168,0.16511581353600976
